headline,is_sarcastic
"  If We Don’t Solve Racial Injustice, We’ll Never Solve The Climate Crisis",0
  ‘Abolish The Police’ Isn’t New. This Energy Is.,0
  European Cities See Life Without Crowds Of Tourists — And Want To Keep It That Way,0
  We Don’t Have To Halt Climate Action To Fight Racism,0
  The 20 Funniest Tweets From Women This Week,0
  Essential Justice: Lawyers In The Coronavirus Pandemic,0
  Study Shows COVID-19's Devastating Impact On Black Immigrant Domestic Workers,0
"  We're Celebrating Juneteenth, Come Hell Or High Water",0
  Trump’s Niece Reveals All In New Book,0
  Late Night On Trump’s SCOTUS Defeats,0
  Celebrating Juneteenth Amid Protests And The Pandemic,0
  Victory For Immigrant Rights,0
"Washington NFL Team Retires Jersey Of Its First Black Player, Leaves Racist Name In Place",0
"  Minneapolis Shooting Leaves 1 Dead, 11 Injured",0
  Trump Uses Racist Terms 'Kung Flu' And 'Chinese Virus' To Describe COVID-19,0
  Zoomers Boast They Sabotaged Trump Rally Turnout With Fake Reservations,0
  40 Sweet Photos Of Prince William As A Dad,0
  Millions Are Unemployed. Crises Abound. Is It Time To Guarantee Public Service Jobs?,0
  Investing In Harm Reduction Must Be Included In The Movement To Defund Police,0
"  UK Stabbing Attack Declared A Terrorist Incident, Police Say",0
  Florida Governor Ripped For Trying To Pin COVID-19 Spike On Hispanic Workers,0
"  Trump Camp Lashes Media, 'Radical Protesters' For Lackluster Rally Turnout",0
"  After Weeks Of Anticipation, Trump Rally Crowd Underwhelms",0
  Twin Trump 'Bunker Baby' Balloons Make The Scene Ahead Of Tulsa Rally,0
  North Face Becomes Biggest Brand To Pull Ads From Facebook In #StopHateforProfit Movement,0
  Trump Fires U.S. Attorney Who Led Probes Of The President's Men,0
  6 Staffers Working On Trump's Tulsa Rally Test Positive For COVID-19,0
  Community Wants Answers After LA Deputies Fatally Shoot Teen Who Ran From Them,0
  Police Arrest Peaceful Protester Sitting Alone By Trump Rally Venue,0
  Eskimo Pie Drops 'Derogatory' Name After Nearly A Century,0
  Public Enemy Tells 'Dictator' Trump To ‘Shut The F**k Up' In Explosive New Song,0
  Who Owns A River? The Question Is Tearing This Community Apart,0
  Mick Mulvaney Spectacularly Self-Owns With His 'One Criticism' Of Donald Trump,0
  Tulsa Health Official Has A Stark Wake-Up Call For People Attending Trump Rally,0
  Robert E. Lee Statue Sleeps With The Fishes In Jim Carrey’s New Cartoon,0
  Fox News' John Roberts Uses War Analogy To Describe Preparing For Trump Rally In Pandemic,0
  Susan Rice Explains Exactly Why Trump's White House Is 'Racist To Its Core',0
  Scathing Supercut Shows How Quickly Trump Flips On His Once Most Trusted Aides,0
  US Attorney Who Oversaw Cases Of Trump Allies Steps Down,0
  Trump Compared To Segregationist George Wallace In Scathing Republican Ad,0
"  Pressed Repeatedly To Say ‘Black Lives Matter,’ Mike Pence Says ‘All Lives Matter’",0
  Anthony Fauci Warned White House That Tulsa Rally Would Be Dangerous: Report,0
  Twitter Users Give Trump's Tulsa Rally Another Name: 'Coronapalooza',0
"  Little Sign Of COVID Spike After Nationwide Protests, But Officials Remain Cautious",0
  Thomas Jefferson Descendant Calls For Removal Of His Famous Ancestor's Statues,0
  Juneteenth Will Be An Official Holiday In New York City Starting In 2021,0
  The Real Looters Of The Bronx,0
  Judge Doubts White House Can Keep Bolton Book Away From Public,0
  Melania Trump Posts Juneteenth Tweet And Gets Reminded Of 'Birther' Past,0
  Navy Upholds Firing Of Carrier Captain In Virus Outbreak,0
  Juneteenth Brings Anti-Racism Protesters Out From Coast To Coast,0
"  More Lawmakers, Including Republicans, Support A Juneteenth National Holiday",0
  Civil Rights Groups Ask Advertisers To Stop Buying Facebook Ads In July,0
  Louisville Officer Is Being Fired 3 Months After Fatally Shooting Breonna Taylor,0
  Trump Threatens Protesters On Juneteenth,0
  Mountain Lion Caught In Downtown San Francisco,0
  Street Art Takes A Stand Against Racism In Solidarity With Black Lives Matter,0
  Simone Biles Casually Nails Another Astonishing Move In Training,0
  Arnold Schwarzenegger Goes Full Terminator On People Politicizing Face Masks,0
  Charles Booker Suddenly Has Progressives Excited About Kentucky,0
"  Bartenders Share What Their Jobs, Lives Look Like In A COVID-19 World",0
  Conservative Columnist Underscores The Magnitude Of What Bolton’s Book Reveals,0
"  Trump Insists He's Healthy, Says West Point Ramp 'Was Like An Ice Skating Rink'",0
  Twitter Users Take Eric Trump To The Woodshed For Lame Swipe At Biden,0
  Tennessee Lawmakers Advance 6-Week Abortion Ban In Overnight Vote,0
  'Into the Wild' Bus Removed From Alaska Backcountry,0
  12-Year-Old ‘This Is Us' Star Reveals The Racism He’s Already Experienced,0
  Twitter Adds 'Manipulated Media' Tag To Trump Tweet About 'Racist Baby',0
  Oklahoma Republicans Speak Out Against Trump Ahead Of Tulsa Rally,0
  Fauci Warns Of Troubling ‘Anti-Science’ Beliefs As Nation Battles Coronavirus,0
  Senior State Department Official Resigns Over Trump’s Response To Racial Injustice,0
  Here Are 9 Tips You Need To Know Before You Ride A Bike In A City,0
  Americans Are Losing Faith In What The Government Says About Coronavirus,0
  Billie Eilish Gets 3-Year Restraining Order For Trespasser,0
  CBS Reporter Paula Reid Asks Trump Question All Journalists Should Ask,0
  ‘We’re Here To Stay’: Dreamers Celebrate DACA Ruling,0
  Effigy Found Near California Park Where Nooses Were Recently Removed,0
  Florida Sees Record Number Of Coronavirus Cases As Experts Eye Possible New Epicenter,0
  Genetically Modified 'Friendly' Mosquitoes Approved For Insect Population Control In the U.S.,0
  Senate Confirms Mitch McConnell's 38-Year-Old Protege To Powerful Court Seat,0
  Republicans Dismiss Bombshell John Bolton Allegations Against Trump,0
  Lin-Manuel Miranda Burns John Bolton For Using 'Hamilton' Song As Book Title,0
  The Trump Administration Has Left Workplace Safety Up To Your Boss,0
  Millions Of Hydroxychloroquine Pills That Trump Touted For COVID-19 Are Now In Limbo,0
  Justices OK James Brown's Dying Wish: Funding Needy Kids Education,0
  Video Shows 6 American Oil Executives Jailed In Venezuela,0
  Former U.S. Ambassador Jean Kennedy Smith Dies At 92,0
  Twitter Users Pile On Trump After He Asks If Supreme Court Dislikes Him,0
  Federal Prison Riot Team That Patrolled D.C. Streets Injured Colleagues In Training Exercises,0
  Trump Rips Supreme Court Ruling That Saves DACA: 'Shotgun Blasts Into The Face',0
  GOP Sheriff Who Refused To Enforce Coronavirus Lockdown Tests Positive At White House,0
"  Supreme Court Rules Trump Wrongly Ended DACA, Leaves Program In Place",0
  Atlanta Police Officers Call Out Of Work After Officers Charged In Rayshard Brooks Case,0
  1.5 Million More Americans Sought Unemployment Claims Last Week,0
"  John Bolton: Trump Not Fit For Office, Putin Thinks He Can 'Play Him Like A Fiddle'",0
  Jim Carrey Puts A Cartoon Spin On Trump's New Twitter Record,0
  Tucker Carlson’s Racist Rhetoric Laid Bare With The Help Of Some... Rabbits,0
  GOP Senator Tells Trump Fans At High Risk For Coronavirus To Skip Rally,0
  Trump's Midnight Twitter Rant Against Bolton Backfires Spectacularly,0
  Late Show Hosts Expose The Big Problem With John Bolton’s Tell-All Trump Book,0
  'Disturbing’ Ivanka Trump Emails Resurface In Wake Of Bolton Book,0
  WaPost Board: Pence Destroys Own Credibility By Ignoring Coronavirus Reality,0
  Chris Hayes Goes To Town On ‘Morally Odious’ Bolton: Trying To 'Cash In On Betrayal',0
  Rep. Cedric Richmond Calls Out Matt Gaetz In Fiery Exchange: 'Was That A Nerve?',0
"  Trump Says Police Killing Of Rayshard Brooks ‘Terrible,’ But ‘You Can’t Resist’ Officers",0
  Trump Excoriates John Bolton Ahead Of Book Release: 'He Is A Liar',0
  Justice Department Seeks Restraining Order Against John Bolton Over New Book,0
  Kobe Bryant's Pilot May Have Been Disoriented In Fog: NTSB Report,0
  Bolton Claims Trump Encouraged Xi To Build 'Concentration Camps' For Uighurs,0
  Boy Scouts Of America Will Require Eagle Scouts To Earn New Diversity Badge,0
  California Police Investigating Nooses Found In Trees As A Hate Crime,0
  Former Atlanta Cop Charged With Murder In Death Of Rayshard Brooks,0
  ACLU Drags John Bolton's Record After He Retweets Support Of His Book Release,0
  Tulsa Health Official Urges Rally Postponement As Oklahoma Sees Spike In COVID-19 Cases,0
  Bolton Claims Trump Asked China's President For Favor To Boost Reelection Chances,0
  Atlanta Megachurch Pastor Apologizes For 'Blessing Of Slavery' Comment,0
  Iowa Governor Will Restore Voting Rights To Felons,0
"  5 Years After Charleston Church Shooting, South Carolina Protects Racist Monuments",0
  Assault Charges For Missouri Detective Accused Of Hitting Protester With SUV,0
  Kristen Stewart To Play Princess Diana In New Biopic,0
"  Democrats Knock GOP Police Reform Bill, Call For 'Improvement'",0
  Don Winslow Exposes The Art Of Trump’s Fake Victory Lap,0
  Uncle Ben’s ‘Evolving’ Its Brand Identity After Aunt Jemima Name Change,0
  Mississippi Official: Black People 'Dependent' Since Slavery,0
  Aunt Jemima To Change Name After Acknowledging 'Racial Stereotype',0
  Gwyneth Paltrow Reveals What The Follow-Up To Her 'Vagina' Candle Smells Like,0
  GOP Cowardice On Trump Takes Center Stage In Scathing New Supercut,0
  Anthony Fauci Hasn’t Talked With Trump About Coronavirus In 2 Weeks,0
  Inside The Dangerous Online Fever Swamps Of American Police,0
  Fox News ‘Law &amp; Order’ Hypocrisy Exposed In Blistering ‘Daily Show’ Supercut,0
  'As Pathetic As It Is Reckless': Mike Pence Hammered Over Coronavirus Op-Ed,0
  Trump Gets Hit With Blunt Fact-Check For AIDS Vaccine Falsehood,0
  Ingraham Shows She’s Either Oblivious To Trump's Racism — Or Is Gaslighting You,0
  3 States See Record High In Daily Coronavirus Infections After Reopening,0
  Republican Group Questions Trump’s Health: ‘It’s Time We Talk About This’,0
  Pence Says All 50 States Reopening In 'Responsible Manner.' Fauci Says Otherwise.,0
  House Leadership Announces Upcoming Vote On D.C. Statehood,0
"  Lord Fairfax, 65-Pound Alligator Snapping Turtle, Found Reigning Over Suburbia",0
  ‘You Can Call Me A Snitch’: 911 Dispatcher Alerted Supervisor To George Floyd’s Arrest,0
  'Woefully Inadequate': Trump Order Falls Short Of Broader Push To Curb Cop Abuse,0
  Virginia Governor To Propose Juneteenth As State Holiday,0
  Atlanta Police Officer Who Shot Rayshard Brooks Had Past Reprimand For Use Of Force,0
  NYPD Finds ‘No Criminality’ After Cop Union Alleged Shake Shack Poisoned Officers,0
"  Coronavirus Cases Surge In Alabama, South Carolina And Oklahoma",0
"  Americans Are The Unhappiest They've Been In 50 Years, Poll Finds",0
  Dwayne Johnson Responds To Student’s Graduation Request In Most Heartwarming Way,0
  African Nations Draft Resolution To Investigate U.S. For Human Rights Violations,0
"  As Coronavirus Bears Down, A Private Equity Deal Haunts A Top Puerto Rican Hospital",0
  New Jim Carrey Art Warns Voters To Look For This Pre-Election Sign,0
"  ‘So True!’ Trump Mocked For Retweeting Himself, Then Agreeing With Himself",0
  Justice Department Sets New Dates To Begin Executing Federal Inmates On Death Row,0
  Anderson Cooper Debunks Trump's Latest Coronavirus Claim With Basic Child Psychology,0
  Jimmy Kimmel Mocks 'Weak' Trump: 'There's Clearly Something Going On',0
  Dr. Sanjay Gupta: Trump Rally Is ‘Worst-Case Scenario’ For Spreading Coronavirus,0
"  Laura Ingraham Calls Fauci ‘Medical Deep State,’ Tells Trump To Ignore Rally Virus Warnings",0
  Lara Trump Insists President Has No Health Issues Despite Awkward Ramp Walk,0
  Man Arrested In Shooting During Protest Of Spanish Conqueror Statue In Albuquerque,0
  Pence Tells Governors To Share Misleading Facts About Coronavirus Infections: Reports,0
  Tucker Carlson Dials Up Fear Factor In Ugly New Attack On Black Lives Matter,0
  NYPD To Reassign 600 ‘Anti-Crime’ Plainclothes Officers Amid Protests,0
  D.C. Statehood Gains New Support Among Senate Democrats After Trump Occupation,0
  Missing Black Lives Matter Activist Among 2 Women Found Dead: Police,0
  Trump Suggests Stopping COVID-19 Tests Would Result In Fewer Cases,0
  Protests Spark Renewed Outcry Over Black Teen’s 55-Year 'Accomplice' Prison Sentence,0
"  Oscars Postpone Ceremony, Extend Eligibility Period Due To COVID-19",0
"  It’s ‘Clear’ Firing Someone For Being Gay Is Wrong, Gorsuch Says In Title VII Opinion",0
  Politicians Praise Supreme Court’s Decision On LGBTQ Worker Protections,0
  Partisan Fault Lines Emerge In Congress Over Police Reform,0
  Supreme Court Rules For Pipeline In Appalachian Trail Dispute,0
  Supreme Court Declines To Hear Trump's Legal Challenge To 'Sanctuary' Laws,0
  White Woman Calls Cops On Man Writing 'Black Lives Matter' On His Own Property,0
  John Oliver Rips 'Total F**king Moron' Tucker Carlson's 'Sesame Street' Meltdown,0
  Trump’s Niece To Publish Tell-All Including ‘Salacious’ Details About President: Report,0
  Chilling New Footage Shows Police Officer Ignoring Pleas To Help George Floyd,0
  Browns QB Baker Mayfield Blasts Fan Who's Against Kneeling: 'Pull Your Head Out',0
  Trump Tweet Mocking Obama’s ‘Unpresidential’ Walk Resurfaces After Ramp Incident,0
  Police Video Shows Rayshard Brooks Sobriety Test Quickly Turning Deadly,0
"  Cuomo Warns He May Reverse Reopenings After New York Gets 25,000 Complaints",0
  Beyoncé Demands Cops Who Killed Breonna Taylor Be Charged In Letter To Attorney General,0
  White House Adviser: No 'Transparency' Promise Ever Made Over Billions In Loans,0
  Republican Senator 'Absolutely' Supports National Ban On Police Chokeholds,0
  Ex-Defense Secretary: ‘Time Has Come’ To Strip Military Bases Of Confederate Names,0
  Authorities Investigate Hanging Death Of Black Man; Second In Region In 2 Weeks,0
  Health Expert Calls Trump's Tulsa Rally 'Extraordinarily Dangerous Move’,0
  Protesters Light Fire Inside Wendy's Where Atlanta Police Killed Black Man,0
  Seattle Man Gets $1.1 Million Coronavirus Hospital Bill: Report,0
"  U.S. Embassy in Seoul, South Korea, Unfurls Giant Black Lives Matter Banner",0
  Melania Trump Used Delay In White House Move To Renegotiate Prenup: Book,0
  Atlanta Police Chief Resigns After Cop Kills Black Man At A Wendy's (UPDATE),0
  Tulsa Health Officials Urge Caution On Gatherings Just 1 Week Before Trump Rally,0
"  'SNL' Alum Jay Pharoah Says Cops Pulled Guns On Him While Walking, Knelt On Neck",0
"  Trump 'Exploited Sacred Symbols,' Says Church Where He Married Melania",0
  'A Setup For Disaster': Doctors Issue Ominous Coronavirus Warnings About Trump Rally,0
  Trump Is ‘Too Small To Meet The Moment’ In New Biden Attack Ad,0
  Don Lemon Responds To Dave Chappelle's Criticism Of Him In New Netflix Special,0
  12 Amazing Photos You Missed This Week,0
  California Woman Goes On Racist Rant Against Woman Exercising In Park,0
  Legendary Batman Writer And DC Comics Editor Denny O'Neil Dies,0
"  Fauci Urges Trump Rally Attendees To Wear Masks, Says Large Events Remain ‘Risky’",0
"  List For Biden’s VP Pick Narrows Down To Warren, Harris, Susan Rice And More",0
  Oscars To Develop 'Representation And Inclusion Standards',0
"  Trump On Police Chokeholds: 'Concept' Is 'Innocent, So Perfect,' But Should Be Ended",0
  John Bolton Says Reelection Is 'Only Thing That Mattered' To Trump,0
  Band-Aid Announces New Bandages That 'Embrace The Beauty Of Diverse Skin',0
  Joe Scarborough Rips Trump With Painfully Honest Rewrite Of Rally Coronavirus Waiver,0
  Seth Meyers Gives Trump A History Lesson On Confederate Leader 'Dips**ts',0
  Florida Migrant Towns Become Coronavirus Hot Spots In U.S.,0
Investing In Harm Reduction Must Be Included In The Movement To Defund Police,0
  6 Staffers Working On Trump's Tulsa Rally Test Positive For COVID-19,0
  Florida Governor Ripped For Trying To Pin COVID-19 Spike On Hispanic Workers,0
  The Coronavirus Pandemic Doesn't Care That We're All Bored With It,0
  Zoomers Boast They Sabotaged Trump Rally Turnout With Fake Reservations,0
"  After Weeks Of Anticipation, Trump Rally Crowd Underwhelms",0
"  Trump Camp Lashes Media, 'Radical Protesters' For Lackluster Rally Turnout",0
  Trump Uses Racist Terms 'Kung Flu' And 'Chinese Virus' To Describe COVID-19,0
  40 Sweet Photos Of Prince William As A Dad,0
  Twin Trump 'Bunker Baby' Balloons Make The Scene Ahead Of Tulsa Rally,0
  Why Protesting And The Pandemic Have Made Us Less In Love With Our Screens,0
  Anthony Fauci Warned White House That Tulsa Rally Would Be Dangerous: Report,0
  Twitter Users Give Trump's Tulsa Rally Another Name: 'Coronapalooza',0
"  TSA Worsened Coronavirus Pandemic, Whistleblower Says",0
  I Don’t Look Sick But I’ve Had MS For 14 Years. Here's How It's Changed My Life.,0
  18 Beliefs People Once Had About Coronavirus That Aren't True,0
  Tennessee Lawmakers Advance 6-Week Abortion Ban In Overnight Vote,0
  Americans Are Losing Faith In What The Government Says About Coronavirus,0
  Florida Sees Record Number Of Coronavirus Cases As Experts Eye Possible New Epicenter,0
"  California Issues New, Stricter Statewide Mask Requirement",0
  The Trump Administration Has Left Workplace Safety Up To Your Boss,0
  Study Shows COVID-19's Devastating Impact On Black Immigrant Domestic Workers,0
  Millions Of Hydroxychloroquine Pills That Trump Touted For COVID-19 Are Now In Limbo,0
  Honduras President Hospitalized With COVID-19 And Pneumonia,0
  FDA Approves Prescription-Only Video Game For Children With ADHD,0
  Welcome To The Mask Wars,0
  White House Won't Say If Medical Professionals OK'd Trump Rally,0
  Tulsa Health Official Urges Rally Postponement As Oklahoma Sees Spike In COVID-19 Cases,0
  Coronavirus Live Updates: Read The Latest About The COVID-19 Outbreak,0
"  Russia Sets Up 'Disinfection Tunnel' To Protect Putin From Virus, State Media Says",0
  Guest Workers Describe Coronavirus Nightmare On Louisiana Crawfish Farm,0
  Trump Gets Hit With Blunt Fact-Check For AIDS Vaccine Falsehood,0
  Honduran President Diagnosed With COVID-19,0
  White House Steps Up Effort To Downplay Coronavirus Concerns,0
  Pence Says All 50 States Reopening In 'Responsible Manner.' Fauci Says Otherwise.,0
"  FYI, Flushing The Toilet May Spray Coronavirus Particles Around",0
"  Low-Cost Drug Improves Chances Of COVID-19 Survival, Study Shows",0
  I Lie To All My Health Care Providers About My Gender Identity,0
  Pence Distorts Disease Data,0
"  As Coronavirus Bears Down, A Private Equity Deal Haunts A Top Puerto Rican Hospital",0
  Dr. Sanjay Gupta: Trump Rally Is ‘Worst-Case Scenario’ For Spreading Coronavirus,0
  Fox News Presses Larry Kudlow On COVID-19 Spikes After He Declared No Second Wave,0
"  Trump Rally Not Welcome Here, Snaps Tulsa Newspaper Editorial",0
  Pence Says Oklahoma COVID-19 Cases Have 'Flattened' — 2 Days After Record Jump,0
"  Is It Safe To Take An Uber, Lyft Or Taxi During Coronavirus?",0
  Trump Suggests Stopping COVID-19 Tests Would Result In Fewer Cases,0
"  As Summer Season Heats Up, Migrant Workers Confront Compounded Coronavirus Risks",0
  China's New Virus Outbreak Underscores Continued Threat,0
"  Overwhelmed By COVID-19, India To Transform Train Cars Into Makeshift Hospital Wards",0
  Health Expert Calls Trump's Tulsa Rally 'Extraordinarily Dangerous Move’,0
  Trump Tries To Explain Awkward West Point Walk That Lit Up Twitter Critics,0
  Secret Service Finally Admits It Used Pepper Spray On Protesters Before Trump Church Pic,0
  Seattle Man Gets $1.1 Million Coronavirus Hospital Bill: Report,0
  Tulsa Health Officials Urge Caution On Gatherings Just 1 Week Before Trump Rally,0
"  Fauci Urges Trump Rally Attendees To Wear Masks, Says Large Events Remain ‘Risky’",0
  How To Take Time Off From Work For Your Mental Health,0
  Band-Aid Announces New Bandages That 'Embrace The Beauty Of Diverse Skin',0
  Florida Migrant Towns Become Coronavirus Hot Spots In U.S.,0
  Trump Campaign Says You Can't Sue If You Get COVID-19 At His Rally,0
  Racism Is A Mental Health Crisis. Here's How To Fight It.,0
"  The Difference Between A Therapist, Psychologist And Psychiatrist",0
  Pulitzer-Winning Pandemic Reporter On Coronavirus: We're Far From Out Of The Woods,0
  Should You Travel To A Reopened State?,0
  NYC's Coronavirus Sex Advice Suggests Getting ‘Kinky’ By Doing It On Either Side Of A Wall,0
  Wisconsin Gym Under Fire For 'I Can't Breathe' Workout,0
"  Widespread Face Mask Use Could Help Prevent A Second Wave Of Coronavirus, Study Finds",0
  Calls To Support Black Transgender Women Rise Amid U.S. Protests,0
"  Many Police Aren’t Wearing Masks, Posing Yet Another Risk To Protesters In A Pandemic",0
  Got Brain Fog Lately? Blame It On The Coronavirus Pandemic.,0
"  Provincetown, Long A Haven For Outsiders, Debates How Wide To Open Its Doors This Summer",0
  U.S. Navy Test Shows 60% Of Carrier Crew Have Coronavirus Antibodies,0
  Watch Out For These Possibly Fake Or Ineffective Coronavirus Products,0
"  ICUs, Mortuaries And Prisons: The NHS Heroes Sent Into The Unknown When Covid-19 Hit",0
  COVID-19 Sparked A Huge Rise In Video Doctor Visits. Get Used To It.,0
"  This Is What I Want To Tell My White Professors When They Ask, 'How Are You Today?'",0
  'S**thole' Countries Have Handled The Coronavirus Better Than The United States,0
  Rubber Bullets Are Still Bullets,0
  Factory Discarding COVID-19 Swabs Produced During Trump's Unmasked Tour: Report,0
  This Therapy Method Can Help You Manage Your Coronavirus Anxiety,0
"  I’m Immunocompromised. Marching For George Floyd Could Kill Me, But I’m Still Doing It.",0
  They Were Cleaning Up One Of America's Most Polluted Neighborhoods. Then Came COVID-19.,0
  Alaska’s Rural Fishing Communities Are Now On The Front Lines Of COVID-19,0
  George Floyd Survived The Coronavirus. Then The Police Killed Him.,0
  White House Forces Press To Breach Social Distancing Guidelines Because It 'Looks Better',0
  Playdates? Camp? What's 'Safe' — And Not — For Kids This Summer,0
  What's The Difference Between An 'R Number' And 'K Number' For COVID-19?,0
"  If We Want To Stop Police Brutality, Here Are The Immediate Steps Our Leaders Must Take",0
"  Storm Season Adds To Coronavirus Pandemic Worries For Mexico, Central America",0
  19 Black Wellness Instagram Accounts To Follow Right Now,0
  Study Authors Retract Influential Lancet Hydroxychloroquine Article,0
  Racism Is A Public Health Crisis. Ohio Wants To Declare It A Statewide Emergency.,0
  Airlines Are Setting Their Own Rules And Packing Flights,0
  California Gov. Newsom Likes To ‘Go Big’ But Doesn’t Always Deliver,0
"  Hydroxychloroquine, Drug Touted By Trump, Fails To Prevent COVID-19 In Rigorous Study",0
"  Attorneys General Say Walmart Isn't Protecting Workers, Customers From Coronavirus",0
  COVID-19 Has Devastated The Black Community. Here's Why And What Needs To Change.,0
"  North Carolina Dog Didn't Have Coronavirus After All, Officials Say",0
  How The Coronavirus Pandemic Is Changing The Way We Sleep,0
"  China Delayed Releasing Coronavirus Info, Frustrating WHO: AP Report",0
  Why Wearing Gloves To The Grocery Store Won't Protect You From COVID-19,0
  How To Use All The Food In Your Refrigerator To Prevent Waste,0
  Congo Faces 2nd Ebola Outbreak In Northern Province,0
  How To Prepare For Hurricane Season Amid The Coronavirus Pandemic,0
"  Protests, Erosion Of Trust In Government Upend Coronavirus Control",0
  Fauci Says Meetings With Trump On Coronavirus Have 'Dramatically Decreased',0
  How Republicans Became The Party Of Death Panels,0
  Massive U.S. Protests Raise Fears Of New Coronavirus Outbreaks,0
  The Surprising Reasons A Biking Boom Is Great For Cities,0
  Supreme Court Rejects Challenge To Limits On Church Services During Pandemic,0
"  In A Bone To Evangelicals, CDC Drops Warning About COVID-19 Risks In Choirs",0
  U.S. Asians Pushing Back Against Harassment After Surge Of Attacks,0
"  Some Say If Retail Stores Are Open, Churches Should Be Too. Here's Why It's Not So Simple.",0
  This Is What The CDC Wants Offices To Look Like When They Reopen,0
  What We Know About Possible COVID-19 Treatments And Vaccines So Far,0
  FDA Finds Contamination In Several Brands Of Diabetes Drug,0
  Monkeys Steal Coronavirus Patient Blood Samples From Lab Tech In India,0
  More Grocery Chains Are Ending Hazard Pay During The Pandemic. Their Workers Are Not Pleased.,0
  Prince William Fears It Could Be Damaging To Label Health Care Workers 'Heroes',0
  This Is How Common Asymptomatic Coronavirus Really Is,0
  Tyson Pork Plant In Iowa Shuts After Hundreds Of Workers Test Positive for COVID-19,0
  I'm A COVID-19 Doctor. Do You Know What I'd Like To See From Our President? Compassion.,0
  MLMs Are Using Coronavirus Anxiety To Exploit The Quarantined And Unemployed,0
  They Were Fervent Trump Supporters. Then Coronavirus Hit.,0
  Veterans Administration Hospitals Finally Scale Back Risky COVID-19 Drug Touted By Trump,0
  Michigan Court Orders Defiant Barber To Close His Shop,0
  One Of The First California Counties To Reopen Is Closing Again (UPDATE),0
  Formerly Incarcerated People Talk About Life In Coronavirus-Stricken Prisons,0
  Experts Predict How The Coronavirus Could Permanently Change Child Care,0
  Joe Biden Unveils 2 Separate Proposals To Help Americans With Disabilities,0
"  Declare Racism A Public Health Crisis, Minneapolis City Council VP Says",0
  Texas Towns Change Ordinances That Labeled Abortion Rights Groups 'Criminal',0
  Artist Hijacks Eerily Empty Tourist Sites With Colorful Tribute To Frontline Workers,0
  Senate Democrats Call For Audit Of Trump Administration's Lax Safety Enforcement,0
  Bar Bans Customers From Wearing Masks During Pandemic,0
"  'Feisty Old Polish Grandmother,' 103, Beats Coronavirus Then Cracks Open A Beer",0
"  Eric Trump Tweets ‘GREAT DAY for the DOW’ As Coronavirus Death Toll Tops 100,000",0
  California County Health Officer Says State Is Reopening Too Soon,0
"  At Least 100,000 People Have Now Died From COVID-19 In The U.S.",0
"  COVID-19 Antibody Tests Can Be Wrong Half The Time, CDC Says",0
"  No, Sunlight Won't Disinfect Your Face Mask To Prevent COVID-19",0
  Women Are Sharing Candid Photos To Send A Message To Pandemic Body-Shamers,0
  Playwright And AIDS Activist Larry Kramer Dies,0
  Senate GOP Has No Plan To Help Millions Of Americans Losing Health Insurance During Pandemic,0
  France Bans Hydroxychloroquine To Treat COVID-19 Amid Safety Concerns,0
  What's The Risk Of Catching Coronavirus Inside vs. Outside?,0
  8 Foods That Could Be Putting You In A Bad Mood,0
  Is Bar Soap Safe To Use During The Coronavirus Pandemic?,0
  Trump Taunts Reporter For Wearing Mask During White House News Conference,0
  Prince William Makes Guest Appearance On Virtual Church Service To Discuss Mental Health,0
  Brazilian Nurse With COVID-19 Who Gave Birth On Ventilator Reunites With Baby,0
  Biden Says Trump Is An ‘Absolute Fool’ For Ridiculing His Mask-Wearing,0
  At Least A Dozen Local TV Stations Are Running ‘News’ Segments Produced By Amazon,0
  Most Medicare Enrollees May Soon Only Pay $35 A Month For Insulin,0
  Some COVID-19 Victims Developing Dangerous And Perplexing Blood Clots,0
"  Inside A Federal Prison With A Deadly COVID-19 Outbreak, Compromised Men Beg For Help",0
  Experts Predict How Coronavirus Will Change Gyms And Workout Classes,0
  Is It Safe To Buy Food At The Farmers Market During The Pandemic?,0
  WHO Suspends Trial Of Drug Touted By Trump Over Safety Fears For COVID-19 Patients,0
  St. Louis Post-Dispatch Editorial Exposes Trump's 'Colossal' Lie About Obama,0
  Fox News Doc Points Out Major Flaw With Trump’s Plan To Hold Packed RNC Amid Pandemic,0
  Fox News' Brit Hume Face-Mask Shames Joe Biden; Twitter Goes Bonkers,0
  Furious Shoppers Boot Out Woman Buying Groceries Without A Face Mask,0
  WHO Warns Of ‘Second Peak’ In Coronavirus Infections If Restrictions Lifted Too Soon,0
  Queen Guitarist Brian May Recovering From Recent Heart Attack,0
  Joe Biden Makes His First Public Appearance In More Than 2 Months,0
  Car Thefts Spike During COVID-19 Pandemic,0
"  Veterans Affairs Gives 1,300 Vets Unproven COVID-19 Drug Touted By Trump",0
  I Traveled To Texas During The Pandemic To Provide Abortion Care. Here's What I Saw.,0
  Tom Brady Just Pulled Off One Of The Weirdest Double Feats In Golf History,0
  White House Press Secretary: Golf Is Inappropriate While U.S. Mourns (But Not For Trump),0
  FDA Chief Warns Coronavirus 'Not Yet Contained' As U.S. Begins To Reopen,0
  2 Missouri Hairstylists Potentially Exposed Over 100 Clients To Coronavirus,0
  Trump Hotel Rates Climb For July 4 Weekend As He Plans Bash On National Mall,0
  Washington Bishops Continue To Suspend Masses Out Of 'Respect For Human Life',0
"  South America Emerges As A New COVID Epicenter, While Cases In Africa Grow Rapidly",0
